ID;Name;Suggested URL;Link position;Has Address;Has Email;Has ID;Has Name;Has Phone;Has Populated place;Has equal domain;Has Simple Suggested URL;OBEC;Known OBEC;sum;Score
000000002;STATISTIK AUSTRIA;https://www.ots.at/pressemappe/209/statistik-austria;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.82
000000003;STATISTIK AUSTRIA;http://statistik.at/;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;0;5.0;5.0
000000003;STATISTIK AUSTRIA;http://www.statistik-austria.at/;5.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;0;5.0;4.75
000000003;STATISTIK AUSTRIA;http://www.statistik.at/web_de/statistiken/index.html;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;0;4.0;3.96
000000003;STATISTIK AUSTRIA;https://wn.com/Statistik_Austria;6.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.88
000000003;STATISTIK AUSTRIA;https://www.ams.at/arbeitsmarktdaten-und-medien/arbeitsmarkt-daten-und-arbeitsmarkt-forschung/arbeitsmarktdaten;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;0;1.0;0.92
000000003;STATISTIK AUSTRIA;https://www.ots.at/pressemappe/209/statistik-austria;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.82
000000004;STATISTIK AUSTRIA;http://statistik.at/;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;;0;5.0;5.0
000000004;STATISTIK AUSTRIA;http://www.statistik-austria.at/;5.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;;0;5.0;4.75
000000004;STATISTIK AUSTRIA;http://www.statistik.at/web_de/statistiken/index.html;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;4.0;3.96
000000004;STATISTIK AUSTRIA;https://wn.com/Statistik_Austria;6.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.88
000000004;STATISTIK AUSTRIA;https://www.ams.at/arbeitsmarktdaten-und-medien/arbeitsmarkt-daten-und-arbeitsmarkt-forschung/arbeitsmarktdaten;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;0;1.0;0.92
000000004;STATISTIK AUSTRIA;https://www.ots.at/pressemappe/209/statistik-austria;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.82
000000005;STATISTIK AUSTRIA;http://statistik.at/;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;0;4.0;4.0
000000005;STATISTIK AUSTRIA;http://www.statistik-austria.at/;5.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;0;4.0;3.8
000000005;STATISTIK AUSTRIA;http://www.statistik.at/web_de/statistiken/index.html;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;3.0;2.97
000000005;STATISTIK AUSTRIA;https://wn.com/Statistik_Austria;6.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.88
000000005;STATISTIK AUSTRIA;https://www.ams.at/arbeitsmarktdaten-und-medien/arbeitsmarkt-daten-und-arbeitsmarkt-forschung/arbeitsmarktdaten;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;0;1.0;0.92
000000005;STATISTIK AUSTRIA;https://www.ots.at/pressemappe/209/statistik-austria;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.82
000000006;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;http://www.instat.gov.al;1;1.0;0.97
000000006;Institute of Statistics;https://www.istat.it/en/;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.92
000000006;Institute of Statistics;https://www.niss.org/;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;http://www.instat.gov.al;1;1.0;0.9299999999999999
000000006;Institute of Statistics;https://www.statistics.gov.rw/;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.88
000000007;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0;1.0;0.97
000000007;Institute of Statistics;https://www.istat.it/en/;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;0;2.0;1.92
000000007;Institute of Statistics;https://www.niss.org/;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0;1.0;0.9299999999999999
000000007;Institute of Statistics;https://www.statistics.gov.rw/;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;0;2.0;1.88
000000008;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;http://www.instat.gov.al;1;1.0;0.97
000000008;Institute of Statistics;https://www.istat.it/en/;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.92
000000008;Institute of Statistics;https://www.niss.org/;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;http://www.instat.gov.al;1;1.0;0.9299999999999999
000000008;Institute of Statistics;https://www.statistics.gov.rw/;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.88
000000009;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;http://www.instat.gov.al;1;1.0;0.97
000000009;Institute of Statistics;https://www.istat.it/en/;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.92
000000009;Institute of Statistics;https://www.niss.org/;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;http://www.instat.gov.al;1;1.0;0.9299999999999999
000000009;Institute of Statistics;https://www.statistics.gov.rw/;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.88
000000010;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0;1.0;0.97
000000010;Institute of Statistics;https://www.istat.it/en/;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;0;2.0;1.92
000000010;Institute of Statistics;https://www.niss.org/;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0;1.0;0.9299999999999999
000000010;Institute of Statistics;https://www.statistics.gov.rw/;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;0;2.0;1.88
000000011;Departament d´Estadística;http://ensenyament.gencat.cat/ca/departament/estadistiques/;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000011;Departament d´Estadística;http://www.ub.edu/stat/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000011;Departament d´Estadística;https://edirc.repec.org/data/seegvad.html;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000011;Departament d´Estadística;https://studylib.es/doc/8208601/ipc---departament-d-estadística;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000011;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000011;Departament d´Estadística;https://www.eio.upc.edu/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;1.0;0.94
000000012;Departament d´Estadística;http://ensenyament.gencat.cat/ca/departament/estadistiques/;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000012;Departament d´Estadística;http://www.ub.edu/stat/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000012;Departament d´Estadística;https://edirc.repec.org/data/seegvad.html;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000012;Departament d´Estadística;https://studylib.es/doc/8208601/ipc---departament-d-estadística;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000012;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000012;Departament d´Estadística;https://www.eio.upc.edu/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;1.0;0.94
000000013;Departament d´Estadística;http://ensenyament.gencat.cat/ca/departament/estadistiques/;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0.0
000000013;Departament d´Estadística;http://www.ub.edu/stat/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0.0
000000013;Departament d´Estadística;https://edirc.repec.org/data/seegvad.html;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0.0
000000013;Departament d´Estadística;https://studylib.es/doc/8208601/ipc---departament-d-estadística;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0.0
000000013;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0.0
000000013;Departament d´Estadística;https://www.eio.upc.edu/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0;1.0;0.94
000000014;Departament d´Estadística;http://ensenyament.gencat.cat/ca/departament/estadistiques/;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000014;Departament d´Estadística;http://www.ub.edu/stat/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000014;Departament d´Estadística;https://edirc.repec.org/data/seegvad.html;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000014;Departament d´Estadística;https://studylib.es/doc/8208601/ipc---departament-d-estadística;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000014;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000014;Departament d´Estadística;https://www.eio.upc.edu/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;1.0;0.94
000000015;Departament d´Estadística;http://ensenyament.gencat.cat/ca/departament/estadistiques/;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000015;Departament d´Estadística;http://www.ub.edu/stat/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000015;Departament d´Estadística;https://edirc.repec.org/data/seegvad.html;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000015;Departament d´Estadística;https://studylib.es/doc/8208601/ipc---departament-d-estadística;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000015;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000015;Departament d´Estadística;https://www.eio.upc.edu/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;1.0;0.94
000000016;Departament d´Estadística;http://ensenyament.gencat.cat/ca/departament/estadistiques/;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000016;Departament d´Estadística;http://www.ub.edu/stat/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000016;Departament d´Estadística;https://edirc.repec.org/data/seegvad.html;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000016;Departament d´Estadística;https://studylib.es/doc/8208601/ipc---departament-d-estadística;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000016;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0
000000016;Departament d´Estadística;https://www.eio.upc.edu/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;1.0;0.94
000000017;National Statistical Committee of the Republic of Belarus;https://cis-legislation.com/document.fwx?rgn=121019;4.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;https://www.belstat.gov.by;1;2.0;1.92
000000017;National Statistical Committee of the Republic of Belarus;https://webarchive.library.unt.edu/eot2008/20090314130058/http://www.belstat.gov.by/homep/en/main.html;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;https://www.belstat.gov.by;1;2.0;1.82
000000017;National Statistical Committee of the Republic of Belarus;https://www.belstat.gov.by/;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;https://www.belstat.gov.by;1;5.0;4.95
000000017;National Statistical Committee of the Republic of Belarus;https://www.belstat.gov.by/en/;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;https://www.belstat.gov.by;1;5.0;5.0
000000017;National Statistical Committee of the Republic of Belarus;https://www.belstat.gov.by/en/map/?special_version=Y;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;https://www.belstat.gov.by;1;4.0;3.92
000000017;National Statistical Committee of the Republic of Belarus;https://www.wikidata.org/wiki/Q6520738;7.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;https://www.belstat.gov.by;1;2.0;1.8599999999999999
000000019;National Statistical Committee of the Republic of Belarus;https://cis-legislation.com/document.fwx?rgn=121019;4.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.92
000000019;National Statistical Committee of the Republic of Belarus;https://webarchive.library.unt.edu/eot2008/20090314130058/http://www.belstat.gov.by/homep/en/main.html;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.82
000000019;National Statistical Committee of the Republic of Belarus;https://www.belstat.gov.by/;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;0;3.0;2.97
000000019;National Statistical Committee of the Republic of Belarus;https://www.belstat.gov.by/en/;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;0;3.0;3.0
000000019;National Statistical Committee of the Republic of Belarus;https://www.belstat.gov.by/en/map/?special_version=Y;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.96
000000019;National Statistical Committee of the Republic of Belarus;https://www.wikidata.org/wiki/Q6520738;7.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;0;2.0;1.8599999999999999
000000020;Statistics Belgium;https://asylumineurope.org/reports/country/belgium/statistics;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000020;Statistics Belgium;https://statbel.fgov.be/en;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;https://statbel.fgov.be;1;6.0;6.0
000000020;Statistics Belgium;https://tradingeconomics.com/belgium/unemployment-rate;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000020;Statistics Belgium;https://www.belgium.be/fr/economie/informations_economiques/statistiques;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;1.0;0.96
000000020;Statistics Belgium;https://www.nbb.be/en/statistics;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;https://statbel.fgov.be;1;1.0;0.91
000000020;Statistics Belgium;https://www.statista.com/topics/2384/belgium/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000020;Statistics Belgium;https://www.worldometers.info/world-population/belgium-population/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000021;Statistics Belgium;https://asylumineurope.org/reports/country/belgium/statistics;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000021;Statistics Belgium;https://statbel.fgov.be/en;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;https://statbel.fgov.be;1;6.0;6.0
000000021;Statistics Belgium;https://tradingeconomics.com/belgium/unemployment-rate;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000021;Statistics Belgium;https://www.belgium.be/fr/economie/informations_economiques/statistiques;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;1.0;0.96
000000021;Statistics Belgium;https://www.nbb.be/en/statistics;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;https://statbel.fgov.be;1;1.0;0.91
000000021;Statistics Belgium;https://www.statista.com/topics/2384/belgium/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000021;Statistics Belgium;https://www.worldometers.info/world-population/belgium-population/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000022;Statistics Belgium;https://asylumineurope.org/reports/country/belgium/statistics;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000022;Statistics Belgium;https://statbel.fgov.be/en;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;https://statbel.fgov.be;1;5.0;5.0
000000022;Statistics Belgium;https://tradingeconomics.com/belgium/unemployment-rate;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000022;Statistics Belgium;https://www.belgium.be/fr/economie/informations_economiques/statistiques;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;1.0;0.96
000000022;Statistics Belgium;https://www.nbb.be/en/statistics;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;https://statbel.fgov.be;1;1.0;0.91
000000022;Statistics Belgium;https://www.statista.com/topics/2384/belgium/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000022;Statistics Belgium;https://www.worldometers.info/world-population/belgium-population/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;https://statbel.fgov.be;1;0.0;0.0
000000023;Statistics Belgium;https://asylumineurope.org/reports/country/belgium/statistics;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0.0
000000023;Statistics Belgium;https://statbel.fgov.be/en;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;;0;5.0;5.0
000000023;Statistics Belgium;https://tradingeconomics.com/belgium/unemployment-rate;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0.0
000000023;Statistics Belgium;https://www.belgium.be/fr/economie/informations_economiques/statistiques;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0;1.0;0.96
000000023;Statistics Belgium;https://www.nbb.be/en/statistics;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;0;1.0;0.91
000000023;Statistics Belgium;https://www.statista.com/topics/2384/belgium/;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0.0
000000023;Statistics Belgium;https://www.worldometers.info/world-population/belgium-population/;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0.0
000000024;Statistisches Bundesamt;https://www.bfs.admin.ch/;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;https://www.destatis.de;1;1.0;0.95
000000024;Statistisches Bundesamt;https://www.bmi.bund.de/SharedDocs/behoerden/DE/destatis.html;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;https://www.destatis.de;1;2.0;1.82
000000024;Statistisches Bundesamt;https://www.destatis.de/;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;https://www.destatis.de;1;4.0;4.0
000000024;Statistisches Bundesamt;https://www.destatis.de/EN/Home/_node.html;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;https://www.destatis.de;1;3.0;2.97
000000024;Statistisches Bundesamt;https://www.t-online.de/themen/statistisches-bundesamt;6.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;https://www.destatis.de;1;2.0;1.88
000000025;Federal Statistical Office;https://knoema.com/atlas/sources/DESTATIS;6.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;https://www.destatis.de;1;2.0;1.88
000000025;Federal Statistical Office;https://wn.com/Federal_Statistical_Office_Of_Germany;7.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;https://www.destatis.de;1;2.0;1.8599999999999999
000000025;Federal Statistical Office;https://www.bfs.admin.ch/bfs/en/home.html;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;https://www.destatis.de;1;1.0;0.98
000000025;Federal Statistical Office;https://www.destatis.de/EN/Home/_node.html;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;https://www.destatis.de;1;3.0;3.0
000000025;Federal Statistical Office;https://ycharts.com/indicators/sources/federal_statistical_office_of_germany;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;https://www.destatis.de;1;1.0;0.91
000000026;Federal Statistical Office;https://knoema.com/atlas/sources/DESTATIS;6.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;https://www.destatis.de;1;2.0;1.88
000000026;Federal Statistical Office;https://wn.com/Federal_Statistical_Office_Of_Germany;7.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;https://www.destatis.de;1;2.0;1.8599999999999999
000000026;Federal Statistical Office;https://www.bfs.admin.ch/bfs/en/home.html;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;https://www.destatis.de;1;1.0;0.98
000000026;Federal Statistical Office;https://www.destatis.de/EN/Home/_node.html;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;https://www.destatis.de;1;3.0;3.0
000000026;Federal Statistical Office;https://ycharts.com/indicators/sources/federal_statistical_office_of_germany;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;https://www.destatis.de;1;1.0;0.91
